9060	1	6391
9061	0	0
9062	0	0
9063	1	6489
9064	0	0
9065	0	0
9066	1	6416
9067	0	0
9068	0	0
9069	0	0
9070	1	6347
8709	0	0
9071	1	6332
9072	0	0
9073	1	6492
9074	0	0
9075	1	6412
8613	0	0
9076	1	6409
9077	0	0
9078	0	0
9079	1	6414
9080	0	0
9081	0	0
9082	1	6248
9083	0	0
9084	0	0
9085	0	0
9086	0	0
9087	1	5938
9088	0	0
9089	0	0
9090	1	5919
9091	0	0
9092	0	0
9093	1	5922
9094	0	0
9095	0	0
9096	0	0
9097	1	5834
9098	0	0
9099	0	0
9100	0	0
9101	1	5632
9102	1	5527
9103	0	0
9104	0	0
9105	1	5501
9106	0	0
9107	0	0
9108	1	5345
9109	0	0
9110	0	0
9111	1	5179
9112	0	0
9113	1	5280
9114	0	0
9115	0	0
9116	1	5311
9117	0	0
9118	0	0
9119	0	0
9120	1	5427
9121	0	0
9122	1	5417
9123	1	5349
9124	0	0
9125	1	5497
9126	0	0
9127	0	0
9128	0	0
9129	1	5498
9130	0	0
9131	0	0
9132	0	0
9133	1	5575
9134	0	0
9135	0	0
9136	0	0
9137	1	5738
9138	0	0
9139	0	0
9140	1	5837
9141	1	5836
9142	0	0
9143	0	0
9144	0	0
9145	1	5833
9146	0	0
9147	0	0
9148	1	5924
9149	0	0
9150	1	6023
9151	0	0
9152	1	6017
9153	0	0
9154	1	6016
9155	0	0
9156	0	0
9157	1	6105
9158	0	0
9159	0	0
8236	0	0
9160	1	6234
9161	0	0
9162	1	6408
8473	0	0
