9060	1	2689
9061	0	0
9062	0	0
9063	0	0
9064	1	2827
9065	0	0
9066	1	2892
9067	0	0
9068	0	0
9069	0	0
9070	1	2807
9071	0	0
9072	1	2720
9073	0	0
9074	0	0
9075	0	0
9076	0	0
9077	0	0
9078	1	2615
3715	0	0
9079	1	2738
9080	0	0
9081	0	0
3957	0	0
9082	1	2867
9083	0	0
9084	1	2797
4036	1	2964
9085	0	0
9086	1	2718
9087	0	0
9088	1	2370
9089	0	0
9090	0	0
9091	1	2297
9092	0	0
9093	0	0
9094	1	2004
9095	0	0
9096	0	0
9097	1	1877
9098	0	0
9099	0	0
9100	0	0
9101	1	1801
9102	0	0
9103	1	1908
9104	0	0
9105	0	0
9106	0	0
9107	0	0
9108	0	0
9109	1	1679
9110	0	0
9111	0	0
9112	0	0
9113	1	1632
9114	1	1620
9115	0	0
9116	0	0
9117	1	1633
2101	0	0
1901	0	0
9118	1	1630
2118	0	0
9119	0	0
9120	1	1595
9121	0	0
9122	0	0
9123	0	0
9124	1	1691
9125	0	0
9126	0	0
9127	1	1739
2140	0	0
9128	1	1624
9129	0	0
9130	0	0
9131	1	1628
9132	0	0
9133	0	0
9134	1	1635
9135	0	0
9136	0	0
9137	1	1644
9138	0	0
9139	0	0
2432	1	1811
9140	0	0
9141	0	0
9142	1	1863
9143	0	0
9144	0	0
9145	0	0
2596	1	1958
9146	0	0
9147	0	0
9148	1	2138
9149	0	0
9150	1	2213
9151	0	0
9152	0	0
9153	1	2289
9154	0	0
9155	0	0
9156	1	2270
9157	0	0
9158	0	0
9159	0	0
9160	0	0
9161	1	2346
9162	0	0
9163	0	0
9164	1	2265
9165	0	0
3003	0	0
9166	1	2328
3262	0	0
9167	1	2444
9168	0	0
9169	1	2568
9170	0	0
9171	0	0
9172	0	0
9173	1	2728
9174	0	0
9175	1	2725
3906	0	0
