19751	1	1263
19752	0	0
19753	1	13037
19754	0	0
19755	0	0
19756	1	1205
19757	1	12941
19758	0	0
19759	1	12603
19760	0	0
19761	1	12297
19762	0	0
19763	0	0
19764	1	12668
19765	0	0
19766	0	0
19767	1	12187
16104	1	12716
19768	1	12323
16101	1	12772
19769	1	12261
15718	0	0
19770	1	12610
19771	0	0
19772	0	0
19773	1	12391
19774	1	12982
15444	0	0
19775	1	12896
19776	0	0
19777	0	0
19778	1	12180
19779	0	0
19780	1	12474
19781	0	0
19782	1	12786
15233	0	0
19783	1	1050
19784	0	0
19785	0	0
19786	1	11377
14839	1	11324
19787	0	0
19788	1	11363
19789	0	0
19790	1	11413
19791	1	11329
19792	0	0
19793	0	0
19794	0	0
19795	1	11383
19796	0	0
19797	0	0
19798	1	11321
19799	0	0
19800	0	0
19801	1	11392
19802	0	0
19803	1	11386
14868	0	0
19804	1	11315
14875	0	0
19805	1	11396
19806	0	0
19807	1	11330
19808	0	0
19809	0	0
19810	1	11380
14889	1	11352
19811	0	0
19812	1	11328
19813	0	0
19814	0	0
19815	1	11360
19816	0	0
19817	0	0
19818	1	11333
19819	0	0
19820	1	11415
19821	0	0
19822	0	0
19823	1	11423
19824	0	0
19825	1	11316
19826	1	11422
19827	0	0
19828	1	11350
19829	0	0
19830	0	0
19831	1	11384
19832	0	0
19833	0	0
19834	1	11344
19835	0	0
19836	0	0
19837	1	1049
19838	0	0
19839	0	0
19840	1	11189
19841	0	0
19842	1	11275
19843	0	0
19844	1	11233
19845	0	0
19846	0	0
19847	0	0
19848	1	11131
19849	0	0
19850	1	11263
19851	0	0
19852	0	0
19853	1	11155
13356	0	0
19854	1	11312
19855	0	0
19856	1	11193
19857	0	0
19858	0	0
19859	1	11160
19860	0	0
19861	1	11278
19862	0	0
19863	0	0
19864	1	11204
13395	0	0
19865	1	11143
19866	0	0
19867	1	11215
19868	0	0
19869	1	1034
19870	0	0
19871	1	12804
19872	0	0
19873	0	0
19874	1	12402
13742	1	12900
19875	1	12445
14159	0	0
19876	1	12284
19877	0	0
19878	1	12889
19879	0	0
19880	1	12433
14335	0	0
19881	1	12176
19882	0	0
19883	0	0
19884	1	12691
19885	0	0
19886	0	0
19887	1	1206
19888	0	0
19889	1	13050
19890	0	0
19891	1	1264
19892	0	0
19893	1	14412
15355	0	0
19894	0	0
19895	1	13923
19896	0	0
19897	0	0
19898	1	13457
19899	1	14311
19900	0	0
19901	0	0
19902	1	13446
19903	0	0
19904	1	13468
19905	0	0
19906	0	0
19907	1	13503
16168	0	0
19908	1	14426
19909	0	0
19910	1	14328
19911	0	0
19912	0	0
19913	1	14441
19914	0	0
19915	1	13321
19916	0	0
19917	1	14036
19918	0	0
19919	0	0
19920	0	0
19921	1	13344
19922	1	13228
19923	0	0
19924	1	14477
18557	0	0
19925	1	13945
19926	0	0
19927	0	0
19928	1	13842
19929	0	0
19930	1	13185
19931	0	0
19932	0	0
19933	1	13883
19934	0	0
19935	0	0
19936	1	13414
17201	0	0
19937	1	13189
19938	0	0
19939	0	0
19940	1	13362
19941	0	0
19942	0	0
19943	1	13879
19944	0	0
19945	1	13807
19946	0	0
19947	1	13199
19948	0	0
19949	1	13402
19950	0	0
19951	0	0
19952	1	13822
19953	0	0
